month,product_line,channel,region,policy_count,gross_written_premium,renewal_count,renewal_premium,average_ticket_size,notes
2024-05,Motor (Two-Wheeler),PoSP,South,542,1246291.06,439,1000898.05,2299.43,
2024-05,Motor (Two-Wheeler),PoSP,West,429,1534545.87,326,1129319.42,3577.03,
2024-05,SME/Commercial,Agent,East,43,817012.9,27,506669.58,19000.3,
2024-05,SME/Commercial,Agent,North,83,3139824.43,70,2771913.2,37829.21,
2024-05,SME/Commercial,Agent,South,81,2644889.76,57,1926849.09,32652.96,
2024-05,SME/Commercial,Agent,West,67,8103789.36,48,5739918.24,120952.08,
2024-05,SME/Commercial,Bancassurance,East,27,2799958.59,17,1714064.61,103702.17,
2024-05,SME/Commercial,Bancassurance,North,61,1329385.81,48,1006833.12,21793.21,
2024-05,SME/Commercial,Bancassurance,South,55,4522873.85,39,3156895.95,82234.07,
2024-05,SME/Commercial,Bancassurance,West,46,5012713.38,31,3342794.48,108972.03,
2024-05,SME/Commercial,Broker,East,31,2126165.07,21,1460373.39,68585.97,
2024-05,SME/Commercial,Broker,North,58,3648283.52,37,2369403.04,62901.44,
2024-05,SME/Commercial,Broker,South,51,6820933.8,36,4986940.32,133743.8,
2024-05,SME/Commercial,Broker,West,44,6740524.56,34,5290932.44,153193.74,
2024-05,SME/Commercial,Direct/Online,East,42,1313206.86,37,1129829.41,31266.83,
2024-05,SME/Commercial,Direct/Online,North,71,9055430.17,49,6505479.12,127541.27,
2024-05,SME/Commercial,Direct/Online,South,78,6311027.58,61,4818579.71,80910.61,
2024-05,SME/Commercial,Direct/Online,West,68,8848590.44,60,7671424.8,130126.33,
2024-05,SME/Commercial,PoSP,East,15,1416064.95,14,1261774.36,94404.33,
2024-05,SME/Commercial,PoSP,North,33,4840090.86,22,3289922.9,146669.42,
2024-05,SME/Commercial,PoSP,South,28,767767.0,24,671787.12,27420.25,
2024-05,SME/Commercial,PoSP,West,30,3532955.4,22,2579691.62,117765.18,
2024-05,Travel,Agent,East,477,366507.72,324,243975.24,768.36,
2024-05,Travel,Agent,North,1040,2529987.2,819,2038654.8,2432.68,
2024-05,Travel,Agent,South,936,2475691.92,688,1744135.04,2644.97,
2024-05,Travel,Agent,West,656,1000419.68,451,674123.23,1525.03,
2024-05,Travel,Bancassurance,East,413,448117.39,307,328471.58,1085.03,
2024-05,Travel,Bancassurance,North,706,2221767.88,611,1975363.0,3146.98,
2024-05,Travel,Bancassurance,South,695,485207.3,571,394304.05,698.14,
2024-05,Travel,Bancassurance,West,506,366652.66,390,285612.6,724.61,
2024-05,Travel,Broker,East,315,883187.55,208,566943.52,2803.77,
2024-05,Travel,Broker,North,540,1187006.4,350,733673.5,2198.16,
2024-05,Travel,Broker,South,495,1481020.2,402,1231953.12,2991.96,
2024-05,Travel,Broker,West,455,1029583.1,356,833524.16,2262.82,
2024-05,Travel,Direct/Online,East,416,264434.56,274,166537.2,635.66,
2024-05,Travel,Direct/Online,North,776,929997.2,517,604750.41,1198.45,
2024-05,Travel,Direct/Online,South,704,1217096.32,560,956541.6,1728.83,
2024-05,Travel,Direct/Online,West,707,665081.97,607,587181.45,940.71,
2024-05,Travel,PoSP,East,160,310475.2,120,244276.8,1940.47,
2024-05,Travel,PoSP,North,380,398031.0,329,352780.12,1047.45,
2024-05,Travel,PoSP,South,301,344933.96,213,241580.34,1145.96,
2024-05,Travel,PoSP,West,281,482434.85,209,358221.82,1716.85,
2024-06,Crop,Agent,East,39,263982.03,26,172931.98,6768.77,
2024-06,Crop,Agent,North,71,565806.1,58,469884.68,7969.1,
2024-06,Crop,Agent,South,69,1033658.64,49,746088.21,14980.56,
2024-06,Crop,Agent,West,59,337279.4,38,223685.86,5716.6,
2024-06,Crop,Bancassurance,East,28,122582.04,21,96130.02,4377.93,
2024-06,Crop,Bancassurance,North,44,332328.92,33,239353.62,7552.93,
2024-06,Crop,Bancassurance,South,44,525544.8,40,485958.8,11944.2,
2024-06,Crop,Bancassurance,West,43,635447.98,33,492914.4,14777.86,
2024-06,Crop,Broker,East,26,463645.26,19,347820.08,17832.51,
2024-06,Crop,Broker,North,45,821214.9,29,544420.19,18249.22,
2024-06,Crop,Broker,South,39,721413.81,28,527099.44,18497.79,
2024-06,Crop,Broker,West,30,571568.4,24,463718.64,19052.28,
2024-06,Crop,Direct/Online,East,39,603899.79,29,462253.04,15484.61,
2024-06,Crop,Direct/Online,North,61,958925.49,47,717700.34,15720.09,
2024-06,Crop,Direct/Online,South,57,309342.42,36,192184.92,5427.06,
2024-06,Crop,Direct/Online,West,49,226300.62,34,152580.1,4618.38,
2024-06,Crop,PoSP,East,15,106317.6,10,68016.4,7087.84,
2024-06,Crop,PoSP,North,25,119213.5,21,98150.85,4768.54,
2024-06,Crop,PoSP,South,23,404056.41,19,348653.23,17567.67,
2024-06,Crop,PoSP,West,22,181521.78,20,162703.0,8250.99,
2024-06,Health (Group),Agent,East,51,3444816.93,43,2946774.95,67545.43,
2024-06,Health (Group),Agent,North,102,3091948.44,77,2246115.41,30313.22,
2024-06,Health (Group),Agent,South,106,3916077.78,73,2665017.57,36944.13,
2024-06,Health (Group),Agent,West,76,5764881.2,65,4963449.4,75853.7,
2024-06,Health (Group),Bancassurance,East,45,2180848.05,38,1820338.7,48463.29,
2024-06,Health (Group),Bancassurance,North,74,3891646.68,61,3344309.75,52589.82,
2024-06,Health (Group),Bancassurance,South,67,2196314.27,48,1650808.8,32780.81,
2024-06,Health (Group),Bancassurance,West,69,6417363.63,57,5152953.33,93005.27,
2024-06,Health (Group),Broker,East,40,1972106.4,28,1380060.08,49302.66,
2024-06,Health (Group),Broker,North,67,3589021.16,52,2765600.76,53567.48,
2024-06,Health (Group),Broker,South,65,3950485.5,44,2641066.56,60776.7,
2024-06,Health (Group),Broker,West,58,3504114.08,43,2638295.53,60415.76,
2024-06,Health (Group),Direct/Online,East,49,2225445.25,40,1804004.8,45417.25,
2024-06,Health (Group),Direct/Online,North,82,6035132.76,67,5101410.82,73599.18,
2024-06,Health (Group),Direct/Online,South,81,5212525.77,69,4601425.08,64352.17,
2024-06,Health (Group),Direct/Online,West,78,3688057.62,61,2979912.83,47282.79,
2024-06,Health (Group),PoSP,East,22,2002858.22,14,1325747.5,91039.01,
2024-06,Health (Group),PoSP,North,39,1199586.57,32,1002340.16,30758.63,
2024-06,Health (Group),PoSP,South,35,2070028.45,24,1426087.92,59143.67,
2024-06,Health (Group),PoSP,West,33,2833685.25,30,2594074.2,85869.25,
2024-06,Health (Retail),Agent,East,266,8811132.96,231,7802209.8,33124.56,
2024-06,Health (Retail),Agent,North,534,19420223.64,379,13631049.57,36367.46,
2024-06,Health (Retail),Agent,South,468,7723024.92,414,7088768.82,16502.19,
2024-06,Health (Retail),Agent,West,388,12476535.76,319,9769646.15,32156.02,
2024-06,Health (Retail),Bancassurance,East,211,6948554.94,170,5855724.8,32931.54,
2024-06,Health (Retail),Bancassurance,North,366,6818913.06,253,4594905.04,18630.91,
2024-06,Health (Retail),Bancassurance,South,378,10101414.96,307,7992385.81,26723.32,
2024-06,Health (Retail),Bancassurance,West,305,10500860.25,234,8423232.48,34429.05,
2024-06,Health (Retail),Broker,East,193,7033807.8,133,5088706.35,36444.6,
2024-06,Health (Retail),Broker,North,308,5180264.32,248,4356191.92,16819.04,
2024-06,Health (Retail),Broker,South,266,9252320.56,203,7277935.7,34783.16,
2024-06,Health (Retail),Broker,West,263,7976427.06,181,5414186.03,30328.62,
2024-06,Health (Retail),Direct/Online,East,252,3553164.72,190,2551168.0,14099.86,
2024-06,Health (Retail),Direct/Online,North,488,15239298.16,374,11477297.04,31228.07,
2024-06,Health (Retail),Direct/Online,South,473,16269979.66,333,11690687.61,34397.42,
2024-06,Health (Retail),Direct/Online,West,368,8658039.04,313,7659081.83,23527.28,
2024-06,Health (Retail),PoSP,East,104,2255845.28,86,1908525.76,21690.82,
2024-06,Health (Retail),PoSP,North,195,4444945.05,143,3216294.51,22794.59,
2024-06,Health (Retail),PoSP,South,188,5591492.24,134,3937359.52,29741.98,
2024-06,Health (Retail),PoSP,West,157,3484360.66,118,2612908.22,22193.38,
2024-06,Home,Agent,East,98,819758.24,78,679472.82,8364.88,
2024-06,Home,Agent,North,169,929854.9,120,662941.2,5502.1,
2024-06,Home,Agent,South,174,628627.2,111,405860.4,3612.8,
2024-06,Home,Agent,West,134,1158318.78,117,1033307.73,8644.17,
2024-06,Home,Bancassurance,East,68,640777.6,55,494173.9,9423.2,
2024-06,Home,Bancassurance,North,121,582504.89,83,417841.09,4814.09,
2024-06,Home,Bancassurance,South,119,802916.8,80,538239.2,6747.2,
2024-06,Home,Bancassurance,West,105,850735.2,76,590146.84,8102.24,
2024-06,Home,Broker,East,64,182736.0,43,127483.39,2855.25,
2024-06,Home,Broker,North,114,387932.88,95,321681.4,3402.92,
2024-06,Home,Broker,South,110,838783.0,88,647991.52,7625.3,
2024-06,Home,Broker,West,87,569234.04,70,475577.9,6542.92,
2024-06,Home,Direct/Online,East,79,407021.43,50,263762.5,5152.17,
2024-06,Home,Direct/Online,North,167,1076583.87,129,794740.62,6446.61,
2024-06,Home,Direct/Online,South,146,1194218.68,106,876569.12,8179.58,
2024-06,Home,Direct/Online,West,141,1037207.28,95,730277.35,7356.08,
2024-06,Home,PoSP,East,31,106554.75,26,86979.88,3437.25,
2024-06,Home,PoSP,North,52,386990.24,41,307515.99,7442.12,
2024-06,Home,PoSP,South,61,518644.57,47,405042.71,8502.37,
2024-06,Home,PoSP,West,61,163894.19,38,98251.66,2686.79,
2024-06,Motor (Car),Agent,East,468,6587287.2,393,5621303.01,14075.4,
2024-06,Motor (Car),Agent,North,797,8072637.66,501,5297498.85,10128.78,
2024-06,Motor (Car),Agent,South,729,8689053.06,489,5839867.83,11919.14,
2024-06,Motor (Car),Agent,West,680,9862482.0,512,7348080.64,14503.65,
2024-06,Motor (Car),Bancassurance,East,317,5849585.15,241,4240807.11,18452.95,
2024-06,Motor (Car),Bancassurance,North,596,11868827.44,420,7986178.2,19914.14,
2024-06,Motor (Car),Bancassurance,South,542,6265774.74,400,4749748.0,11560.47,
2024-06,Motor (Car),Bancassurance,West,503,9759688.88,444,8789939.04,19402.96,
2024-06,Motor (Car),Broker,East,306,2645917.74,269,2340165.5,8646.79,
2024-06,Motor (Car),Broker,North,534,9533635.5,488,8655011.84,17853.25,
2024-06,Motor (Car),Broker,South,523,5935893.1,398,4736621.88,11349.7,
2024-06,Motor (Car),Broker,West,480,5347440.0,385,4444193.6,11140.5,
2024-06,Motor (Car),Direct/Online,East,422,8976754.46,321,7073912.31,21271.93,
2024-06,Motor (Car),Direct/Online,North,761,16802309.25,651,14388805.62,22079.25,
2024-06,Motor (Car),Direct/Online,South,602,15320689.3,450,11564941.5,25449.65,
2024-06,Motor (Car),Direct/Online,West,671,7707038.9,548,6308987.0,11485.9,
2024-06,Motor (Car),PoSP,East,169,3999153.47,111,2585199.99,23663.63,
2024-06,Motor (Car),PoSP,North,333,6822637.2,255,5225470.2,20488.4,
2024-06,Motor (Car),PoSP,South,297,3912951.24,217,2976200.57,13174.92,
2024-06,Motor (Car),PoSP,West,259,4109224.07,183,2770563.27,15865.73,
2024-06,Motor (Two-Wheeler),Agent,East,781,1498075.15,496,982546.24,1918.15,
2024-06,Motor (Two-Wheeler),Agent,North,1622,3208478.2,1260,2446693.2,1978.1,
2024-06,Motor (Two-Wheeler),Agent,South,1344,4580284.8,1045,3542215.6,3407.95,
2024-06,Motor (Two-Wheeler),Agent,West,1219,4278555.91,909,3316341.06,3509.89,
2024-06,Motor (Two-Wheeler),Bancassurance,East,591,1004593.62,481,813481.63,1699.82,
2024-06,Motor (Two-Wheeler),Bancassurance,North,1128,2195787.36,910,1743887.6,1946.62,
2024-06,Motor (Two-Wheeler),Bancassurance,South,992,2745588.16,660,1853689.2,2767.73,
2024-06,Motor (Two-Wheeler),Bancassurance,West,913,2152370.11,725,1773002.0,2357.47,
2024-06,Motor (Two-Wheeler),Broker,East,506,1341142.88,349,962008.03,2650.48,
2024-06,Motor (Two-Wheeler),Broker,North,917,2471681.8,628,1654045.24,2695.4,
2024-06,Motor (Two-Wheeler),Broker,South,832,1890287.36,625,1416937.5,2271.98,
2024-06,Motor (Two-Wheeler),Broker,West,737,1408230.12,612,1214605.8,1910.76,
2024-06,Motor (Two-Wheeler),Direct/Online,East,636,2011591.68,425,1304992.25,3162.88,
2024-06,Motor (Two-Wheeler),Direct/Online,North,1288,4330049.92,997,3454724.64,3361.84,
2024-06,Motor (Two-Wheeler),Direct/Online,South,1185,3152941.35,708,1925257.32,2660.71,
2024-06,Motor (Two-Wheeler),Direct/Online,West,1096,2305490.8,723,1485714.39,2103.55,
2024-06,Motor (Two-Wheeler),PoSP,East,352,1054848.96,260,765481.6,2996.73,
2024-06,Motor (Two-Wheeler),PoSP,North,489,1808991.93,368,1369868.96,3699.37,
2024-06,Motor (Two-Wheeler),PoSP,South,481,1731931.89,386,1380108.26,3600.69,
2024-06,Motor (Two-Wheeler),PoSP,West,493,1394524.45,426,1214926.44,2828.65,
2024-06,SME/Commercial,Agent,East,48,7046941.44,41,6102889.36,146811.28,
2024-06,SME/Commercial,Agent,North,82,12581959.46,53,7854912.7,153438.53,
2024-06,SME/Commercial,Agent,South,80,12318059.2,61,9652128.82,153975.74,
2024-06,SME/Commercial,Agent,West,75,11096085.75,53,7789346.4,147947.81,
2024-06,SME/Commercial,Bancassurance,East,36,3819804.48,28,2925936.16,106105.68,
2024-06,SME/Commercial,Bancassurance,North,63,2188092.06,41,1370723.48,34731.62,
2024-06,SME/Commercial,Bancassurance,South,59,8497306.26,49,7326548.11,144022.14,
2024-06,SME/Commercial,Bancassurance,West,51,1492426.26,40,1182168.0,29263.26,
2024-06,SME/Commercial,Broker,East,29,2145780.18,21,1581896.4,73992.42,
2024-06,SME/Commercial,Broker,North,54,5601434.58,42,4380140.94,103730.27,
2024-06,SME/Commercial,Broker,South,52,6075499.56,36,4265563.68,116836.53,
2024-06,SME/Commercial,Broker,West,43,3414315.24,34,2623949.32,79402.68,
2024-06,SME/Commercial,Direct/Online,East,44,6262879.92,41,5547423.41,142338.18,
2024-06,SME/Commercial,Direct/Online,North,74,9931060.48,52,7048543.84,134203.52,
2024-06,SME/Commercial,Direct/Online,South,74,5741358.08,55,4219600.55,77585.92,
2024-06,SME/Commercial,Direct/Online,West,64,6249345.28,44,4415099.48,97646.02,
2024-06,SME/Commercial,PoSP,East,16,538865.6,12,397638.12,33679.1,
2024-06,SME/Commercial,PoSP,North,27,3283794.0,19,2408458.81,121622.0,
2024-06,SME/Commercial,PoSP,South,28,2064043.8,22,1612388.36,73715.85,
2024-06,SME/Commercial,PoSP,West,27,3530746.53,22,2955654.46,130768.39,
2024-06,Travel,Agent,East,459,687802.32,348,523743.48,1498.48,
2024-06,Travel,Agent,North,879,2277330.78,749,1986977.16,2590.82,
2024-06,Travel,Agent,South,768,1417259.52,657,1236874.77,1845.39,
2024-06,Travel,Agent,West,707,1938756.61,549,1514081.61,2742.23,
2024-06,Travel,Bancassurance,East,355,1093613.0,215,681799.4,3080.6,
2024-06,Travel,Bancassurance,North,642,1658568.48,412,1110817.92,2583.44,
2024-06,Travel,Bancassurance,South,624,1218316.32,517,970424.51,1952.43,
2024-06,Travel,Bancassurance,West,506,383289.94,343,255171.42,757.49,
2024-06,Travel,Broker,East,328,308297.04,243,233838.9,939.93,
2024-06,Travel,Broker,North,605,1103060.2,447,811810.11,1823.24,
2024-06,Travel,Broker,South,518,940900.38,402,716971.02,1816.41,
2024-06,Travel,Broker,West,431,294515.23,355,252156.5,683.33,
2024-06,Travel,Direct/Online,East,427,1170735.79,301,837514.44,2741.77,
2024-06,Travel,Direct/Online,North,930,1673953.5,637,1118030.55,1799.95,
2024-06,Travel,Direct/Online,South,757,1412910.22,512,983572.48,1866.46,
2024-06,Travel,Direct/Online,West,679,848763.58,479,571868.52,1250.02,
2024-06,Travel,PoSP,East,186,258426.54,124,179537.12,1389.39,
2024-06,Travel,PoSP,North,325,740421.5,262,592568.02,2278.22,
2024-06,Travel,PoSP,South,332,922983.24,275,800684.5,2780.07,
2024-06,Travel,PoSP,West,288,757840.32,205,536507.55,2631.39,
2024-07,Crop,Agent,East,40,216534.0,32,168243.84,5413.35,
2024-07,Crop,Agent,North,69,1153677.24,43,727624.93,16719.96,
2024-07,Crop,Agent,South,69,448437.9,61,415334.97,6499.1,
2024-07,Crop,Agent,West,66,1324320.36,44,874515.84,20065.46,
2024-07,Crop,Bancassurance,East,29,132157.35,23,102460.17,4557.15,
2024-07,Crop,Bancassurance,North,51,497426.46,39,382023.33,9753.46,
2024-07,Crop,Bancassurance,South,51,580614.09,33,379741.56,11384.59,
2024-07,Crop,Bancassurance,West,43,584436.22,32,442878.4,13591.54,
2024-07,Crop,Broker,East,28,497854.84,21,379825.11,17780.53,
2024-07,Crop,Broker,North,43,208028.84,34,171073.72,4837.88,
2024-07,Crop,Broker,South,48,247367.52,30,162028.2,5153.49,
2024-07,Crop,Broker,West,39,711578.01,30,552727.8,18245.59,
2024-07,Crop,Direct/Online,East,36,725470.56,27,526168.71,20151.96,
2024-07,Crop,Direct/Online,North,68,404731.24,62,356488.22,5951.93,
2024-07,Crop,Direct/Online,South,68,1088530.4,45,696557.7,16007.8,
2024-07,Crop,Direct/Online,West,56,546708.4,38,356251.9,9762.65,
2024-07,Crop,PoSP,East,15,92479.05,10,61185.4,6165.27,
2024-07,Crop,PoSP,North,28,374667.44,19,257273.3,13380.98,
2024-07,Crop,PoSP,South,25,485058.5,18,365975.28,19402.34,
2024-07,Crop,PoSP,West,24,275903.04,17,196973.73,11495.96,
2024-07,Health (Group),Agent,East,65,4306461.25,45,3107551.05,66253.25,
2024-07,Health (Group),Agent,North,114,4216610.34,78,2867666.88,36987.81,
2024-07,Health (Group),Agent,South,99,6326631.63,68,4534781.96,63905.37,
2024-07,Health (Group),Agent,West,102,3402827.1,82,2808000.62,33361.05,
2024-07,Health (Group),Bancassurance,East,44,1260266.48,30,837662.1,28642.42,
2024-07,Health (Group),Bancassurance,North,70,3535613.2,55,2667702.4,50508.76,
2024-07,Health (Group),Bancassurance,South,71,5027442.55,50,3580705.5,70809.05,
2024-07,Health (Group),Bancassurance,West,62,3639582.28,45,2610802.8,58702.94,
2024-07,Health (Group),Broker,East,37,3138911.65,30,2446073.7,84835.45,
2024-07,Health (Group),Broker,North,66,2235084.06,55,1874099.7,33864.91,
2024-07,Health (Group),Broker,South,68,5794088.24,56,4703644.96,85207.18,
2024-07,Health (Group),Broker,West,59,4012990.02,48,3131175.36,68016.78,
2024-07,Health (Group),Direct/Online,East,60,2733264.6,45,2073454.65,45554.41,
2024-07,Health (Group),Direct/Online,North,92,6344947.44,59,3950874.23,68966.82,
2024-07,Health (Group),Direct/Online,South,82,3569573.16,50,2229649.5,43531.38,
2024-07,Health (Group),Direct/Online,West,77,3327381.75,53,2333350.97,43212.75,
2024-07,Health (Group),PoSP,East,26,2306367.7,17,1441405.18,88706.45,
2024-07,Health (Group),PoSP,North,44,1485250.8,33,1148403.96,33755.7,
2024-07,Health (Group),PoSP,South,41,2259568.63,27,1537178.04,55111.43,
2024-07,Health (Group),PoSP,West,33,1356141.93,26,1084423.34,41095.21,
2024-07,Health (Retail),Agent,East,327,6373684.53,256,4889720.32,19491.39,
2024-07,Health (Retail),Agent,North,560,12285795.2,431,9196027.19,21938.92,
2024-07,Health (Retail),Agent,South,540,17457724.8,368,11530264.32,32329.12,
2024-07,Health (Retail),Agent,West,478,7083964.78,383,5708228.17,14820.01,
2024-07,Health (Retail),Bancassurance,East,248,3229589.92,155,2070693.05,13022.54,
2024-07,Health (Retail),Bancassurance,North,369,5319795.51,305,4404721.55,14416.79,
2024-07,Health (Retail),Bancassurance,South,367,9835401.82,231,6046621.35,26799.46,
2024-07,Health (Retail),Bancassurance,West,307,7809647.13,229,5874202.66,25438.59,
2024-07,Health (Retail),Broker,East,193,6429208.28,142,4722367.62,33311.96,
2024-07,Health (Retail),Broker,North,290,7774798.5,225,5981233.5,26809.65,
2024-07,Health (Retail),Broker,South,336,11560651.2,242,8546162.24,34406.7,
2024-07,Health (Retail),Broker,West,266,8717086.0,219,7303785.78,32771.0,
2024-07,Health (Retail),Direct/Online,East,282,4904228.16,213,3844963.11,17390.88,
2024-07,Health (Retail),Direct/Online,North,463,12858792.51,342,9540866.34,27772.77,
2024-07,Health (Retail),Direct/Online,South,421,13759361.97,288,9843048.0,32682.57,
2024-07,Health (Retail),Direct/Online,West,375,12112203.75,262,8067097.9,32299.21,
2024-07,Health (Retail),PoSP,East,122,2244918.34,100,1857216.0,18400.97,
2024-07,Health (Retail),PoSP,North,203,7085570.87,153,5526312.57,34904.29,
2024-07,Health (Retail),PoSP,South,196,4602281.88,165,3899613.3,23481.03,
2024-07,Health (Retail),PoSP,West,185,4733324.9,117,2967979.95,25585.54,
2024-07,Home,Agent,East,96,605192.64,76,459481.56,6304.09,
2024-07,Home,Agent,North,181,1059928.76,130,785040.1,5855.96,
2024-07,Home,Agent,South,160,878118.4,105,557473.35,5488.24,
2024-07,Home,Agent,West,117,722966.4,85,515667.8,6179.2,
2024-07,Home,Bancassurance,East,68,177264.44,53,137035.21,2606.83,
2024-07,Home,Bancassurance,North,127,703714.62,91,521872.26,5541.06,
2024-07,Home,Bancassurance,South,107,518643.98,92,425155.0,4847.14,
2024-07,Home,Bancassurance,West,104,659796.8,75,475396.5,6344.2,
2024-07,Home,Broker,East,71,525790.5,53,381489.23,7405.5,
2024-07,Home,Broker,North,114,366004.98,90,289760.4,3210.57,
2024-07,Home,Broker,South,111,760668.57,78,538457.4,6852.87,
2024-07,Home,Broker,West,89,446746.18,72,358799.76,5019.62,
2024-07,Home,Direct/Online,East,93,790075.92,74,648689.92,8495.44,
2024-07,Home,Direct/Online,North,159,1024847.22,134,849767.7,6445.58,
2024-07,Home,Direct/Online,South,143,1343679.48,110,1035376.1,9396.36,
2024-07,Home,Direct/Online,West,130,385570.9,86,256212.06,2965.93,
2024-07,Home,PoSP,East,35,88836.65,25,62898.0,2538.19,
2024-07,Home,PoSP,North,62,518535.14,41,340186.43,8363.47,
2024-07,Home,PoSP,South,58,148238.72,47,120866.61,2555.84,
2024-07,Home,PoSP,West,58,529891.48,39,351363.48,9136.06,
2024-07,Motor (Car),Agent,East,475,6335744.75,370,4847843.6,13338.41,
2024-07,Motor (Car),Agent,North,766,8518379.6,549,6367730.22,11120.6,
2024-07,Motor (Car),Agent,South,715,16156311.6,562,12909421.0,22596.24,
2024-07,Motor (Car),Agent,West,581,7333968.81,487,6238694.02,12623.01,
2024-07,Motor (Car),Bancassurance,East,338,7354612.98,284,6072777.68,21759.21,
2024-07,Motor (Car),Bancassurance,North,635,11373700.9,552,10252345.68,17911.34,
2024-07,Motor (Car),Bancassurance,South,543,13676459.55,417,10218835.2,25186.85,
2024-07,Motor (Car),Bancassurance,West,502,6870919.18,397,5357395.9,13687.09,
2024-07,Motor (Car),Broker,East,299,6011269.42,216,4551942.96,20104.58,
2024-07,Motor (Car),Broker,North,589,6098553.12,408,4149812.88,10354.08,
2024-07,Motor (Car),Broker,South,532,10812235.0,441,9169787.97,20323.75,
2024-07,Motor (Car),Broker,West,444,11095875.24,308,7464968.28,24990.71,
2024-07,Motor (Car),Direct/Online,East,454,4563844.08,286,2746655.34,10052.52,
2024-07,Motor (Car),Direct/Online,North,745,19124887.55,590,15868752.1,25670.99,
2024-07,Motor (Car),Direct/Online,South,777,18921224.28,536,13055764.72,24351.64,
2024-07,Motor (Car),Direct/Online,West,636,14716206.84,508,11203767.28,23138.69,
2024-07,Motor (Car),PoSP,East,185,3946310.85,150,3054360.0,21331.41,
2024-07,Motor (Car),PoSP,North,288,4555681.92,206,3265946.66,15818.34,
2024-07,Motor (Car),PoSP,South,269,5912835.2,234,5278059.54,21980.8,
2024-07,Motor (Car),PoSP,West,253,5863495.11,170,4033562.8,23175.87,
2024-07,Motor (Two-Wheeler),Agent,East,931,1705573.38,633,1124296.62,1831.98,
2024-07,Motor (Two-Wheeler),Agent,North,1597,3725385.78,1107,2575391.22,2332.74,
2024-07,Motor (Two-Wheeler),Agent,South,1438,3850949.62,1015,2597253.05,2677.99,
2024-07,Motor (Two-Wheeler),Agent,West,1329,3413031.48,1166,3017409.78,2568.12,
2024-07,Motor (Two-Wheeler),Bancassurance,East,665,1310927.8,541,1032888.02,1971.32,
2024-07,Motor (Two-Wheeler),Bancassurance,North,1120,4089601.6,852,2960682.96,3651.43,
2024-07,Motor (Two-Wheeler),Bancassurance,South,1081,1780666.44,819,1353184.56,1647.24,
2024-07,Motor (Two-Wheeler),Bancassurance,West,943,1591406.8,663,1066740.48,1687.6,
2024-07,Motor (Two-Wheeler),Broker,East,586,2071545.16,408,1399627.68,3535.06,
2024-07,Motor (Two-Wheeler),Broker,North,913,1699659.06,759,1444134.12,1861.62,
2024-07,Motor (Two-Wheeler),Broker,South,891,3157124.85,600,2182488.0,3543.35,
2024-07,Motor (Two-Wheeler),Broker,West,792,2437134.48,585,1793276.55,3077.19,
2024-07,Motor (Two-Wheeler),Direct/Online,East,694,2419235.42,517,1731769.05,3485.93,
2024-07,Motor (Two-Wheeler),Direct/Online,North,1367,3094614.6,1144,2646815.6,2263.8,
2024-07,Motor (Two-Wheeler),Direct/Online,South,1329,4147662.81,866,2644798.64,3120.89,
2024-07,Motor (Two-Wheeler),Direct/Online,West,1218,3517961.58,772,2339808.48,2888.31,
2024-07,Motor (Two-Wheeler),PoSP,East,260,824551.0,178,578122.64,3171.35,
2024-07,Motor (Two-Wheeler),PoSP,North,591,2040847.11,380,1326948.6,3453.21,
2024-07,Motor (Two-Wheeler),PoSP,South,544,1721324.8,457,1511020.23,3164.2,
2024-07,Motor (Two-Wheeler),PoSP,West,450,977548.5,358,765919.52,2172.33,
2024-07,SME/Commercial,Agent,East,50,4821713.5,36,3576585.96,96434.27,
2024-07,SME/Commercial,Agent,North,87,2734075.92,70,2237508.0,31426.16,
2024-07,SME/Commercial,Agent,South,79,10826720.11,53,7095462.98,137047.09,
2024-07,SME/Commercial,Agent,West,68,6927325.24,61,5927984.27,101872.43,
2024-07,SME/Commercial,Bancassurance,East,35,1480602.9,28,1184615.88,42302.94,
2024-07,SME/Commercial,Bancassurance,North,62,7661999.06,48,6035773.92,123580.63,
2024-07,SME/Commercial,Bancassurance,South,58,4674677.04,42,3216089.52,80597.88,
2024-07,SME/Commercial,Bancassurance,West,52,3172994.24,38,2381680.78,61019.12,
2024-07,SME/Commercial,Broker,East,33,1235542.44,24,886963.44,37440.68,
2024-07,SME/Commercial,Broker,North,48,2284507.2,35,1637118.35,47593.9,
2024-07,SME/Commercial,Broker,South,48,2844475.68,37,2288602.07,59259.91,
2024-07,SME/Commercial,Broker,West,49,5466020.07,36,3941055.36,111551.43,
2024-07,SME/Commercial,Direct/Online,East,43,2649931.76,31,1842996.19,61626.32,
2024-07,SME/Commercial,Direct/Online,North,69,10491044.28,56,8894826.08,152044.12,
2024-07,SME/Commercial,Direct/Online,South,78,12195619.02,69,10895827.95,156354.09,
2024-07,SME/Commercial,Direct/Online,West,62,4240724.98,45,2983792.95,68398.79,
2024-07,SME/Commercial,PoSP,East,16,2089364.96,10,1357027.8,130585.31,
2024-07,SME/Commercial,PoSP,North,32,4561550.08,22,2991489.82,142548.44,
2024-07,SME/Commercial,PoSP,South,32,3603577.92,24,2644394.4,112611.81,
2024-07,SME/Commercial,PoSP,West,26,3422865.16,19,2406314.85,131648.66,
2024-07,Travel,Agent,East,380,291023.0,288,222019.2,765.85,
2024-07,Travel,Agent,North,660,1289349.6,534,1027795.14,1953.56,
2024-07,Travel,Agent,South,634,1952504.44,482,1474336.78,3079.66,
